id,uuid
PNC,5649bf46-fbef-4344-ac2f-abfa6ef5c945
MLP,a4e7ca26-8412-4996-a291-22137248c39e
I,402ba787-6d57-431f-b88a-77477efde3ca
PUA,5b1e264c-de38-4dce-92f5-d3c3f042f33c
URP,918bdf6f-bf3b-41d1-8cfd-8583730a318a
PNG,daa15226-7b98-4238-8513-4609584ed030
PPP,16833696-4f13-40e2-9c50-2a58253ac929
NG,209612c6-5544-4395-a198-7100cf19003e
PP,95fe07c6-ab4a-4582-822a-0eb336ab66f7
THE,3d4e954c-c4e6-41e6-b661-8967724f1d6a
PMC,d5363dd4-ee08-4e49-bdf0-8104ea40dfe7
NA,4f0152f3-c8e8-4bac-a561-472e8656ce82
PDM,7e2f6ded-84d4-453d-9f05-9ae37ca23320
CRP,fe756bec-11e5-4316-b00b-63f1ef4b5e1a
SA,e8cc7702-6c66-4263-8ba4-ca5b234455f3
SD,ad15ed50-8852-4a4a-b69b-16669fca4750
OD,daa80ea3-6368-42c6-9451-dd864aa85203
U,f5a894d0-254c-462d-b54f-d058638838a8
P,ee73cc3b-e1c1-4e72-8994-7f39494786e7
