id,uuid
kausea_natano,d2b581e8-10d2-4e16-b60e-63731fa4358e
kamuta_latasi,e746763d-e164-454b-bb19-c8fa50fcb4a8
monise_lafai,16953e62-28ec-4353-a162-406abed14c6b
otinielu_tausi,a63e4070-e5c3-4e62-91b1-936e7b21cc6b
maatia_toafa,2e3bbce7-2d37-4ec4-87b4-62660723c344
satini_manuella,0b718e1b-c6fc-4f80-9271-6366cba6dc5c
fauoa_maani,724ee5b8-0f48-4d58-8963-af03f5999664
samuelu_teo,b6e3b191-9050-474a-9bd7-7d2e4d08472e
mackenzie_kiritome,ad4651a7-294e-4747-a94b-500fe1018d8e
puakena_boreham,080a3dd5-8493-41e9-9f86-0617f0221c69
enele_sopoaga,bf005abb-9cfa-4c06-997d-c1e9e3e84257
elisala_pita,5e995607-03ec-43e1-9722-2c8bc278a738
namoliki_sualiki,98af0d0f-6434-4337-9faa-6678558a1777
apisai_ielemia,6673a60c-7a88-4938-b91c-5561416dfc7c
taukelina_finikaso,65465ea3-1e4c-4d43-8310-99dac567dd02
falesa_pitoi,ef981340-80ee-4019-81af-aff1e4f9b9b5
willy_telavi,315f4340-9b73-492c-8a97-429e830b8fbc
vete_sakaio,be10ac3f-fcae-4763-a51d-7c4c9060c5e1
isaia_italeli,54a3a9c2-cb3c-4f10-af65-13269c028538
pelenike_isaia,baa34999-7f5d-4a13-b71c-7da874583b76
taom_tanukale,3a0b1e15-0cae-4cb3-af30-355052830741
leneuoti_maatusi,c83132e5-10ec-4d61-81b7-b4c4840d64a7
lotoala_metia,2adbd1a2-3c35-4504-8c41-7eb015d64a9d
tavau_teii,5f94bdeb-75c0-432d-8190-e1306de9e8c8
tomu_sione,c909b275-08a2-44ac-a0f3-050499b50a4b
alesana_seluka,c47e1edd-92b2-4664-b6f9-adb2cc920bf2
iakoba_italeli,b0d6d8e6-5a35-4791-9dac-90e811e9a657
non-partisan,61b4d654-016e-4d08-bbac-41c337a91b59
