id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
agoua_edmond,A. Edmond AGOUA,,,Unknown,_unknown,Collines,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/749_524d3edcf38c4.jpg,male
ahlonsou_amoudatou,Amoudatou AHLONSOU G.,,,PRD - Union fait la Nation,prd_union_fait_la_nation,ATLANTIQUE,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/751_524d42d92ac9c.jpg,female
okounlola_andre,André OKOUNLOLA-BIAOU,,,Autre,autre,Collines,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/732_523266c4c8fad.jpg,male
amoussou_bruno,Ange Marie Bruno AMOUSSOU,,,Union fait la Nation,union_fait_la_nation,COUFFO,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/758_524d4c614514c.jpg,male
dayori_antoine,Antoine DAYORI,,,"Refondation, Paix et Développement",refondation_paix_et_développement,ATACORA,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/770_524d6793a00e0.jpg,male
idji_kolawole,Antoine IDJI,,,Union fait la Nation,union_fait_la_nation,PLATEAU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/786_524d7a748217f.jpg,male
ahouanvoebla_augustin,Augustin AHOUANVOEBLA,,,PRD - Union fait la Nation,prd_union_fait_la_nation,OUEME,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/753_524d460b1c084.jpg,male
sanni_ayouba,Ayouba SANNI,,,"Refondation, Paix et Développement",refondation_paix_et_développement,ALIBORI,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/808_524d9f1041d0c.jpg,male
kakpozannou_babatunde,Babatundé KAKPO ZANNOU,,,UMPP Unité – Solidarité – Progrès,umpp_unité_solidarité_progrès,PLATEAU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/793_524d84038200a.jpg,male
gobi_bado,Bado GOBI,,,Unknown,_unknown,DONGA,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/778_524d72bf6efa8.jpg,male
ablo_benjamin,Benjamin Clotaire ABLO,,,Refondation et Progrès,refondation_et_progrès,MONO,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/842_549e5fc4e6426.jpg,male
youssoufou_bida,Bida Nouhoume YOUSSOUPHOU A.,,,Refondation et Progrès,refondation_et_progrès,DONGA,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/815_524da63f4bc01.jpg,male
biokansi_ganse,Boni Gansè Raoul BIO KANSI,,,Refondation et Emergence,refondation_et_emergence,ALIBORI,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/765_524d5bc324254.jpg,male
yehouetome_boniface,Boniface YEHOUETOME,,,Nation et Développement,nation_et_développement,ZOU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/730_523262df8ac2d.jpg,male
djaouga_boubacar,Boubacar DJAOUGA MAMADOU,,,Unknown,_unknown,,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/840_54240ed83d448.jpg,male
azannai_candide,Candide A. M. AZANNAÏ,,,UMPP Unité – Solidarité – Progrès,umpp_unité_solidarité_progrès,LITTORAL,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/759_524d4d51efe92.jpg,male
zacharie_chabi,Chabi Félicien ZACHARIE,,,UMPP Unité – Solidarité – Progrès,umpp_unité_solidarité_progrès,Collines,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/816_524da72787cee.jpg,male
honfo_charlemagne,Charlemagne HONFO,,,PRD - Union fait la Nation,prd_union_fait_la_nation,OUEME,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/790_524d7eeda0007.jpg,male
houssou_christophe,Christophe HOUSSOU,,,Unknown,_unknown,,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/826_533d8237b57e0.jpg,male
prudencio_claudine,Claudine PRUDENCIO,,,"Refondation, Paix et Développement",refondation_paix_et_développement,ATLANTIQUE,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/728_527cddf8a373e.jpg,female
domingo_cyriaque,Cyriaque DOMINGO,,,Unknown,_unknown,,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/821_524db4e603532.jpg,male
goutolou_celestin,Célestin GOUTOLOU,,,Unknown,_unknown,,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/827_533d831fb1caa.jpg,male
yerima-pierre_patrick,D. S. Patrick YERIMA PIERRE,,,UMPP Unité – Solidarité – Progrès,umpp_unité_solidarité_progrès,ALIBORI,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/839_54240e2a0bdd3.jpg,male
takpara_daouda,Daouda TAKPARA,,,UMPP Unité – Solidarité – Progrès,umpp_unité_solidarité_progrès,DONGA,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/810_524da0d0063a2.jpg,male
gbahoungba_david,David GBAHOUNGBA,,,Refondation et Emergence,refondation_et_emergence,COUFFO,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/774_524d6ca5ed146.jpg,male
debourou_djibril,Djibril DEBOUROU,,,Autre,autre,BORGOU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/731_5232654b32c5e.jpg,male
zinsou_edmond,Edmond A. ZINSOU,,,PRD - Union fait la Nation,prd_union_fait_la_nation,OUEME,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/817_524da80c9bdf1.jpg,male
tossou_emile,Emile TOSSOU,,,Refondation et Progrès,refondation_et_progrès,LITTORAL,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/812_524da3183414a.jpg,male
golou_emmanuel,Emmanuel GOLOU,,,Union fait la Nation,union_fait_la_nation,COUFFO,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/782_524d762b16dd1.jpg,male
quenum_epiphane,Epiphane QUENUM POSSY BERRY,,,Unknown,_unknown,LITTORAL,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/803_527cdf350a59b.jpg,male
houndete_eric,Eric Louis Camille HOUNDETE,,,Union fait la Nation,union_fait_la_nation,ATLANTIQUE,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/788_524d7c65cc4e1.jpg,male
loko_francis,Francis Frank Sedozan LOKO,,,Nation et Développement,nation_et_développement,LITTORAL,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/798_524d8c5128dc9.jpg,male
tchocodo_gabriel,Gabriel TCHOCODO,,,Union fait la Nation,union_fait_la_nation,COUFFO,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/809_524d9fef112fe.jpg,male
bada_georges,Georges BADA,,,Nation et Développement,nation_et_développement,ATLANTIQUE,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/761_524d4f78096bc.jpg,male
bangana_gilbert,Gilbert BANGANA,,,Refondation et Emergence,refondation_et_emergence,ATACORA,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/763_524d52d0d13ce.jpg,male
yorou_gaston,Gobi Gaston YOROU,,,Refondation et Emergence,refondation_et_emergence,BORGOU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/819_524daab24c425.jpg,male
akoffodji_grégoire,Grégoire Arsène AKOFODJI,,,Refondation et Emergence,refondation_et_emergence,ATLANTIQUE,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/757_524d4b3447128.jpg,male
laourou_gregoire,Grégoire LAOUROU,,,Unknown,_unknown,COLLINE,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/800_524d8ed1c40d0.jpg,male
orouse_guene,Guéné OROU SE,,,UMPP Unité – Solidarité – Progrès,umpp_unité_solidarité_progrès,BORGOU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/802_524d91efb84bd.jpg,male
kekeaholou_helene,Hélène KEKE AHOLOU,,,Refondation et Progrès,refondation_et_progrès,OUEME,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/791_524d7faded8fa.jpg,female
adantinnon_joachim,Joachim ADANTINNON,,,PRD - Union fait la Nation,prd_union_fait_la_nation,OUEME,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/726_522dd9d366a5b.jpg,male
dahissiho_joachim,Joachim DAHISSIHO,,,"Refondation, Paix et Développement",refondation_paix_et_développement,ZOU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/772_524d6a29526e4.jpg,male
agbodjete_justin,Justin AGBODJETE HOUNSA,,,Refondation et Emergence,refondation_et_emergence,,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/820_524db437c34a1.jpg,male
sagui_justin,Justin W. SAGUI Y.,,,Refondation et Progrès,refondation_et_progrès,ATACORA,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/729_52325a47a64c8.jpg,male
chabisika_karimou,Karimou CHABI-SIKA,,,"Refondation, Paix et Développement",refondation_paix_et_développement,BORGOU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/769_524d662705647.jpg,male
ahouanougan_coffi,Koffi AHOUANOUGAN,,,Refondation et Emergence,refondation_et_emergence,MONO,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/752_524d4449cab15.jpg,male
fagnon_nicaise,Kotchami Nicaise FAGNON,,,"Refondation, Paix et Développement",refondation_paix_et_développement,COLLINE,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/777_524d715bb4e3a.jpg,male
fagbohoun_sefou,Ladekpo Séfou FAGBOHOUN,,,Union fait la Nation,union_fait_la_nation,PLATEAU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/773_524d6ba57218f.jpg,male
biokou_akambi,Ladélé Akambi Firmin BIOKOU,,,"Refondation, Paix et Développement",refondation_paix_et_développement,PLATEAU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/762_524d512591f5f.jpg,male
sehoueto_lazare,Lazare Maurice SEHOUETO,,,PRD - Union fait la Nation,prd_union_fait_la_nation,ZOU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/804_524d94fcb3768.jpg,male
vlavonou_louis,Louïs VLAVONOU,,,Union fait la Nation,union_fait_la_nation,PLATEAU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/811_524da21dad08d.jpg,male
houngnibo_lucien,Lucien K. HOUNGNIBO,,,Unknown,_unknown,,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/822_524db55af0d61.jpg,male
ahossi_leon,Léon Comlan AHOSSI,,,Union fait la Nation,union_fait_la_nation,MONO,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/754_524d472a0bc73.jpg,male
nago_coffimathurin,Mathurin Coffi NAGO,,,Autre,autre,,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/733_527cda226af19.jpg,male
sinkpota_evariste,Mensah Evariste SINKPOTA,,,Unknown,_unknown,,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/828_533d83e41cdb6.jpg,
camarou_ali,Mohamed Ali CAMAROU,,,Nation et Développement,nation_et_développement,LITTORAL,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/767_524d5e6017ec2.jpg,male
hinnouho_atao,Mohamed Atao HINNOUHO,,,PRD - Union fait la Nation,prd_union_fait_la_nation,LITTORAL,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/787_527ce5418152a.jpg,male
adam_moumouni,Moumouni ADAM BAGRI,,,"Refondation, Paix et Développement",refondation_paix_et_développement,ATACORA,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/260_5289f17cf0f87.jpg,male
monhoussou_moussou,Moussou MONHOUSSOU,,,UMPP Unité – Solidarité – Progrès,umpp_unité_solidarité_progrès,COUFFO,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/796_524d88b657940.jpg,male
sado_nazaire,Nazaire SADO,,,Nation et Développement,nation_et_développement,ZOU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/801_524d90f37840d.jpg,male
essou_pascal,Noudokpo Pascal ESSOU,,,UMPP Unité – Solidarité – Progrès,umpp_unité_solidarité_progrès,COUFFO,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/771_524d68f962844.jpg,male
atchade_nourenou,Nourenou ATCHADE,,,Refondation et Emergence,refondation_et_emergence,DONGA,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/760_524d4ed6e371a.jpg,male
gonroudobou_deke,Orou Dèkè GONROUDOBOU,,,Refondation et Progrès,refondation_et_progrès,ATACORA,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/783_524d76df3b213.jpg,male
houangni_parfait,Parfait HOUANGNI,,,Nation et Développement,nation_et_développement,ZOU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/789_524d7dcaabeac.jpg,male
gbadamassi_rachidi,Rachidi GBADAMASSI,,,Refondation et Progrès,refondation_et_progrès,BORGOU,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/775_527ce6d051583.jpg,male
akotegnon_raphael,Raphaël AKOTEGNON,,,PRD - Union fait la Nation,prd_union_fait_la_nation,LITTORAL,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/755_524d4831a7d4c.jpg,male
vieyra_rosine,Rosine VIEYRA SOGLO,,,Nation et Développement,nation_et_développement,LITTORAL,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/814_524da47378e5b.jpg,female
soulesabi_moussa,Sabi Moussa SOULE,,,UMPP Unité – Solidarité – Progrès,umpp_unité_solidarité_progrès,ALIBORI,Assemblée Nationale,6,,,http://www.assemblee-nationale.bj/images/comprofiler/807_524d9de627c30.jpg,male
